student_ref,first_name,last_name,date_of_birth,fee_status,tuition_fee_amount,bursary_flag,payment_status,enrolment_status,academic_year
FIN04784,Megan,Owusu,1994-04-27,H,9250,N,Outstanding,Enrolled,2025/26
FIN04785,Freddie,Farah,2000-06-26,H,9250,N,Paid,Inactive,2025/26
FIN04786,Niall,Price,1990-11-15,H,9250,N,Paid,Enrolled,2025/26
FIN04787,Harriet,Eriksson,1997-03-05,O,18000,N,Paid,Enrolled,2025/26
FIN04788,Samuel,O'Sullivan,1996-12-23,O,15000,Y,Partial,Inactive,2025/26
FIN04789,Chloe,Hussain,2004-04-09,H,9250,Y,Paid,Enrolled,2025/26
FIN04790,Liam,Eriksson,1993-01-04,H,24000,N,Paid,Enrolled,2025/26
FIN04791,Felix,Brady,1996-09-24,H,9250,N,Partial,Enrolled,2025/26
FIN04792,Oliver,Murphy,1997-04-14,H,9250,N,Paid,Enrolled,2025/26
FIN04793,Charlotte,Shah,1992-02-04,H,9250,N,Partial,Enrolled,2025/26
FIN04794,Dylan,Mitchell,2005-05-08,H,9250,N,Outstanding,Enrolled,2025/26
FIN04795,Hugo,Jama,2004-03-17,O,24000,Y,Outstanding,Enrolled,2025/26
FIN04796,Clara,Chan,2003-12-27,H,9250,Y,Paid,Enrolled,2025/26
FIN04797,Harriet,Campbell,1991-04-03,H,9250,N,Paid,Enrolled,2025/26
FIN04798,Emily,Walsh,2001-05-29,H,9250,Y,Paid,Enrolled,2025/26
FIN04799,Natalie,Mitchell,1994-01-07,O,24000,N,Paid,Enrolled,2025/26
FIN04800,Kai,Holm,1998-08-25,H,9250,N,Paid,Inactive,2025/26
FIN04801,Oscar,Hussein,1991-09-16,H,9250,N,Outstanding,Enrolled,2025/26
FIN04802,Aiden,Hassan,2004-12-20,H,9250,N,Outstanding,Enrolled,2025/26
FIN04803,Ryan,Lewis,2007-06-29,H,9250,N,Paid,Enrolled,2025/26
FIN04804,Ibrahim,Shaw,1991-08-02,H,9250,N,Partial,Enrolled,2025/26
FIN04805,Aoife,Brooks,1990-08-11,O,18000,N,Paid,Enrolled,2025/26
FIN04806,Patrick,McCarthy,2004-06-03,O,21000,N,Paid,Enrolled,2025/26
FIN04807,Cameron,Morgan,1994-06-24,O,21000,N,Partial,Enrolled,2025/26
FIN04808,Daniel,Collins,1997-02-20,H,9250,N,Paid,Enrolled,2025/26
FIN04809,Isabella,Mensah,1998-08-07,H,9250,N,Partial,Enrolled,2025/26
FIN04810,Leah,Larsen,1997-03-02,H,9250,N,Outstanding,Enrolled,2025/26
FIN04811,Edward,Evans,2003-10-30,H,9250,N,Paid,Deferred,2025/26
FIN04812,Bethany,Wood,1995-12-29,H,9250,N,Outstanding,Enrolled,2025/26
FIN04813,Claudia,Thompson,1994-01-24,H,9250,N,Paid,Enrolled,2025/26
FIN04814,Ellie,Flynn,2006-10-22,O,21000,N,Paid,Enrolled,2025/26
FIN04815,Natalie,Watson,2002-12-18,O,15000,N,Paid,Inactive,2025/26
FIN04816,Yasmin,Ricci,2003-04-26,H,9250,N,Partial,Enrolled,2025/26
FIN04817,Mia,Doherty,1993-12-08,H,9250,Y,Partial,Enrolled,2025/26
FIN04818,Laura,Berg,1990-10-16,O,24000,N,Outstanding,Enrolled,2025/26
FIN04819,Henry,Turner,2004-03-23,H,9250,N,Paid,Inactive,2025/26
FIN04820,Owen,Wilson,1993-11-30,H,9250,N,Paid,Enrolled,2025/26
FIN04821,Anna,Ndiaye,1995-06-05,H,9250,N,Paid,Enrolled,2025/26
FIN04822,Cameron,Lindqvist,2000-10-09,O,18000,N,Paid,Inactive,2025/26
FIN04823,Oliver,Conti,1998-07-29,O,18000,Y,Paid,Enrolled,2025/26
FIN04824,Eleanor,Kim,2005-12-13,H,9250,N,Paid,Deferred,2025/26
FIN04825,Reuben,Murray,1998-07-24,H,9250,N,Paid,Suspended,2025/26
FIN04826,Charlotte,Price,1999-09-16,O,9250,N,Paid,Enrolled,2025/26
FIN04827,Megan,Eriksson,2003-01-29,H,9250,N,Paid,Enrolled,2025/26
FIN04828,Harriet,Warsame,2004-11-22,O,15000,N,Paid,Enrolled,2025/26
FIN04829,Oliver,Campbell,1999-07-01,O,18000,N,Partial,Enrolled,2025/26
FIN04830,Noah,Mohamed,2003-06-16,H,9250,N,Partial,Enrolled,2025/26
FIN04831,Ibrahim,Holm,1993-11-20,H,9250,Y,Partial,Enrolled,2025/26
FIN04832,Mason,Davies,2007-05-23,H,9250,Y,Partial,Enrolled,2025/26
FIN04833,Seren,Graham,1993-10-07,H,9250,N,Paid,Deferred,2025/26
FIN04834,Lily,Wood,2002-10-13,H,9250,N,Paid,Enrolled,2025/26
FIN04835,Dylan,Roberts,1997-10-13,H,9250,N,Paid,Enrolled,2025/26
FIN04836,Hannah,Park,1995-03-30,H,9250,N,Paid,Enrolled,2025/26
FIN04837,Cara,Johnson,1995-03-14,H,9250,N,Partial,Enrolled,2025/26
FIN04838,Thomas,Begum,2002-01-19,H,9250,N,Partial,Suspended,2025/26
FIN04839,Zara,Lindqvist,1998-08-10,H,9250,N,Paid,Enrolled,2025/26
FIN04840,Jacob,Greco,1992-02-04,H,9250,N,Paid,Enrolled,2025/26
FIN04841,Poppy,Wilson,2002-10-03,H,9250,N,Paid,Suspended,2025/26
FIN04842,Leon,Chen,1995-08-11,H,9250,N,Paid,Enrolled,2025/26
FIN04843,Layla,Toure,1992-01-31,H,9250,N,Partial,Deferred,2025/26
FIN04844,Ruth,Doherty,1991-06-20,O,21000,N,Partial,Enrolled,2025/26
FIN04845,William,Cheung,2004-01-08,O,15000,N,Paid,Enrolled,2025/26
FIN04846,Ethan,Fontana,2002-02-25,H,9250,N,Outstanding,Enrolled,2025/26
FIN04847,Omar,Mancini,2007-07-20,H,9250,N,Paid,Suspended,2025/26
FIN04848,Luke,O'Brien,2006-12-03,O,21000,N,Paid,Enrolled,2025/26
FIN04849,Priya,Owusu,1994-04-21,H,9250,N,Partial,Enrolled,2025/26
FIN04850,Nadia,Hussain,2003-08-28,H,9250,N,Outstanding,Inactive,2025/26
FIN04851,Rohan,Patel,2005-03-07,H,9250,N,Outstanding,Enrolled,2025/26
FIN04852,Chloe,Islam,1990-05-14,H,9250,N,Paid,Enrolled,2025/26
FIN04853,Harry,Collins,2003-12-07,O,21000,Y,Paid,Enrolled,2025/26
FIN04854,Felix,Price,2007-10-15,H,9250,N,Paid,Enrolled,2025/26
FIN04855,Leila,Rahman,1995-03-04,H,9250,Y,Partial,Enrolled,2025/26
FIN04856,Millie,Ferrari,2007-07-28,H,9250,Y,Partial,Inactive,2025/26
FIN04857,Liam,Hansen,2007-10-23,H,9250,N,Outstanding,Inactive,2025/26
FIN04858,Noah,White,1996-11-08,H,9250,N,Paid,Enrolled,2025/26
FIN04859,Omar,Walker,1992-11-04,H,9250,N,Outstanding,Enrolled,2025/26
FIN04860,Clara,Ng,1996-04-16,O,24000,N,Outstanding,Enrolled,2025/26
FIN04861,Jasmine,O'Sullivan,2004-08-30,O,9250,N,Paid,Enrolled,2025/26
FIN04862,Maya,Morgan,2004-02-25,H,9250,Y,Paid,Enrolled,2025/26
FIN04863,Isobel,Shaw,1993-05-03,H,9250,N,Paid,Inactive,2025/26
FIN04864,Benjamin,Reid,1996-08-05,H,9250,N,Paid,Enrolled,2025/26
FIN04865,Samuel,Doherty,1990-01-19,O,18000,Y,Partial,Enrolled,2025/26
FIN04866,Niall,Wilson,1998-06-29,H,9250,N,Paid,Enrolled,2025/26
FIN04867,Marcus,Campbell,1999-07-11,H,9250,N,Paid,Enrolled,2025/26
FIN04868,Cameron,Lee,2005-02-07,H,9250,N,Paid,Enrolled,2025/26
FIN04869,Zac,Smith,1993-12-26,H,9250,N,Paid,Enrolled,2025/26
FIN04870,Phoebe,Evans,2001-06-29,O,21000,Y,Paid,Enrolled,2025/26
FIN04871,Hannah,Taylor,2006-09-14,H,9250,N,Paid,Enrolled,2025/26
FIN04872,Alfie,Doherty,1994-03-19,H,9250,N,Partial,Enrolled,2025/26
FIN04873,Cian,Petersen,1996-01-23,H,9250,N,Paid,Enrolled,2025/26
FIN04874,Layla,Petersen,1999-03-14,O,24000,N,Outstanding,Enrolled,2025/26
FIN04875,Madeleine,Ryan,1994-04-17,H,9250,Y,Paid,Enrolled,2025/26
FIN04876,Jasmine,Howard,1994-07-10,H,9250,Y,Paid,Enrolled,2025/26
FIN04877,Abigail,Owusu,1996-09-22,O,21000,N,Paid,Inactive,2025/26
FIN04878,Niall,Watson,2005-02-16,H,9250,N,Partial,Enrolled,2025/26
FIN04879,Joel,Howard,2001-08-09,H,9250,N,Paid,Enrolled,2025/26
FIN04880,Kai,Ho,2002-01-31,H,9250,N,Paid,Inactive,2025/26
FIN04881,James,O'Sullivan,2003-07-24,H,9250,N,Paid,Enrolled,2025/26
FIN04882,Hassan,Edwards,1995-02-28,O,24000,N,Paid,Inactive,2025/26
FIN04883,Niamh,Hall,1995-05-05,H,9250,N,Paid,Enrolled,2025/26
FIN04884,Samuel,Evans,1995-10-10,H,9250,N,Paid,Suspended,2025/26
FIN04885,Isla,Cox,1994-09-06,H,9250,N,Paid,Enrolled,2025/26
FIN04886,Joel,Farah,2000-08-07,H,9250,N,Outstanding,Enrolled,2025/26
FIN04887,Owen,Campbell,1998-04-27,O,21000,N,Paid,Enrolled,2025/26
FIN04888,Cameron,Campbell,1992-04-19,H,9250,N,Paid,Enrolled,2025/26
FIN04889,Alfie,Lindqvist,2006-07-18,H,9250,N,Paid,Enrolled,2025/26
FIN04890,Rhys,Hassan,2001-10-25,H,9250,N,Partial,Enrolled,2025/26
FIN04891,Aoife,Cooper,1998-07-21,H,9250,N,Partial,Enrolled,2025/26
FIN04892,Chloe,Okafor,1999-10-14,H,9250,N,Paid,Enrolled,2025/26
FIN04893,Naomi,Yusuf,2003-09-25,O,15000,Y,Partial,Enrolled,2025/26
FIN04894,Ali,Esposito,1995-09-16,O,24000,N,Partial,Enrolled,2025/26
FIN04895,Mason,Hassan,2006-05-30,H,9250,N,Paid,Enrolled,2025/26
FIN04896,Amber,O'Brien,1990-11-02,H,9250,N,Paid,Enrolled,2025/26
FIN04897,Cameron,Flynn,2001-05-22,H,9250,N,Partial,Enrolled,2025/26
FIN04898,Rory,Kaur,1999-10-01,H,9250,N,Paid,Inactive,2025/26
FIN04899,Aisha,Kaur,2007-05-29,H,9250,N,Paid,Enrolled,2025/26
FIN04900,Henry,Wong,1998-02-13,O,15000,N,Partial,Enrolled,2025/26
FIN04901,Freya,Rahman,1996-06-17,H,9250,N,Outstanding,Enrolled,2025/26
FIN04902,Aiden,Evans,1993-12-10,H,9250,N,Partial,Enrolled,2025/26
FIN04903,Ella,Shaw,1996-05-17,H,9250,N,Paid,Enrolled,2025/26
FIN04904,Noah,Osei,1995-08-03,H,9250,N,Paid,Enrolled,2025/26
FIN04905,Ethan,Kaur,2006-04-26,H,9250,N,Paid,Inactive,2025/26
FIN04906,Georgia,Morgan,2002-08-10,H,9250,N,Paid,Suspended,2025/26
FIN04907,George,Martin,1993-12-17,H,9250,N,Partial,Enrolled,2025/26
FIN04908,Alexander,Jones,1998-08-10,O,24000,N,Paid,Enrolled,2025/26
FIN04909,Sophie,Asante,2003-11-29,H,9250,N,Paid,Enrolled,2025/26
FIN04910,Omar,Osei,1992-12-30,O,24000,N,Paid,Enrolled,2025/26
FIN04911,Chloe,Jama,2002-06-09,H,9250,N,Paid,Enrolled,2025/26
FIN04912,Oscar,Mitchell,1997-05-25,O,18000,N,Paid,Enrolled,2025/26
FIN04913,George,Collins,1997-09-15,H,9250,N,Paid,Enrolled,2025/26
FIN04914,Hugo,Begum,1990-06-20,H,9250,N,Paid,Enrolled,2025/26
FIN04915,Omar,Hassan,2000-02-02,O,24000,N,Paid,Enrolled,2025/26
FIN04916,Naomi,Murray,1996-01-13,H,9250,N,Partial,Deferred,2025/26
FIN04917,Liam,Lee,1994-07-31,H,9250,N,Paid,Enrolled,2025/26
FIN04918,Mia,Fontana,1997-08-17,H,9250,N,Partial,Enrolled,2025/26
FIN04919,Joel,Shah,1990-06-27,H,9250,N,Paid,Enrolled,2025/26
FIN04920,Adam,Brooks,2002-12-15,H,9250,Y,Paid,Enrolled,2025/26
FIN04921,Freddie,Cheung,1997-10-16,O,24000,N,Paid,Enrolled,2025/26
FIN04922,Oliver,Hussein,1993-08-29,O,21000,N,Paid,Enrolled,2025/26
FIN04923,Rebecca,Taylor,2007-01-10,O,24000,N,Paid,Enrolled,2025/26
FIN04924,Isobel,Ryan,2002-07-19,H,9250,N,Partial,Enrolled,2025/26
FIN04925,Sophia,Sharma,2004-03-18,H,9250,N,Paid,Enrolled,2025/26
FIN04926,Verity,Okafor,2001-09-24,H,9250,N,Paid,Enrolled,2025/26
FIN04927,Jacob,Mitchell,2003-12-10,H,9250,N,Partial,Enrolled,2025/26
FIN04928,Yasmin,Mancini,1998-05-16,H,9250,N,Paid,Deferred,2025/26
FIN04929,Erin,Collins,2003-08-28,O,21000,N,Outstanding,Enrolled,2025/26
FIN04930,Jude,Singh,1996-02-07,O,18000,N,Partial,Enrolled,2025/26
FIN04931,Jacob,Ahmed,2000-10-03,H,9250,N,Paid,Enrolled,2025/26
FIN04932,Theo,Okafor,2004-03-01,O,21000,N,Paid,Enrolled,2025/26
FIN04933,Cian,Chan,1990-03-09,H,9250,N,Paid,Enrolled,2025/26
FIN04934,Isabella,Owusu,1995-07-31,H,9250,N,Outstanding,Enrolled,2025/26
FIN04935,Grace,Byrne,2002-10-08,H,9250,Y,Paid,Enrolled,2025/26
FIN04936,Dominic,Taylor,1999-07-30,H,9250,N,Paid,Enrolled,2025/26
FIN04937,Freddie,Begum,2003-07-28,O,24000,N,Paid,Enrolled,2025/26
FIN04938,Nathan,White,1999-06-19,H,9250,N,Partial,Inactive,2025/26
FIN04939,Leah,Price,1996-05-10,O,18000,N,Paid,Enrolled,2025/26
FIN04940,Freya,Bah,1997-04-30,H,9250,N,Paid,Inactive,2025/26
FIN04941,Oscar,Okafor,1994-09-13,H,9250,N,Partial,Deferred,2025/26
FIN04942,Luke,Reid,1997-03-28,H,9250,N,Outstanding,Enrolled,2025/26
FIN04943,Ruth,Morgan,2003-06-24,H,9250,N,Outstanding,Inactive,2025/26
FIN04944,Hugo,Mensah,1992-02-27,H,9250,Y,Partial,Enrolled,2025/26
FIN04945,Benjamin,Mahmood,2000-07-19,H,9250,N,Partial,Inactive,2025/26
FIN04946,Chloe,Omar,1999-01-30,H,9250,N,Outstanding,Enrolled,2025/26
FIN04947,Cian,Campbell,1997-05-12,O,15000,N,Paid,Enrolled,2025/26
FIN04948,Harriet,Okafor,1991-01-03,H,24000,N,Paid,Enrolled,2025/26
FIN04949,Joseph,White,1995-10-20,H,9250,Y,Paid,Inactive,2025/26
FIN04950,Ellis,Bah,2000-04-09,H,9250,N,Paid,Inactive,2025/26
FIN04951,Sophie,Nielsen,1992-10-17,H,9250,N,Outstanding,Enrolled,2025/26
FIN04952,Leila,Turner,2002-04-29,H,9250,N,Outstanding,Enrolled,2025/26
FIN04953,Kai,Mancini,2001-09-24,H,9250,N,Outstanding,Enrolled,2025/26
FIN04954,Roisin,Islam,1994-07-08,H,9250,Y,Paid,Enrolled,2025/26
FIN04955,William,Brooks,1990-02-07,H,9250,N,Partial,Enrolled,2025/26
FIN04956,Matthew,Eriksson,1990-11-05,H,9250,N,Partial,Enrolled,2025/26
FIN04957,Zoe,Cox,2007-02-03,O,18000,N,Paid,Inactive,2025/26
FIN04958,Finn,Evans,2003-04-11,O,21000,N,Partial,Enrolled,2025/26
FIN04959,Hassan,Robinson,2007-11-26,O,15000,Y,Outstanding,Enrolled,2025/26
FIN04960,Zara,Hussain,2003-03-16,H,9250,Y,Outstanding,Enrolled,2025/26
FIN04961,Hannah,Andersson,1997-08-19,O,15000,N,Paid,Enrolled,2025/26
FIN04962,Rhys,James,1996-02-23,H,9250,N,Paid,Inactive,2025/26
FIN04963,Clara,Byrne,1993-01-22,O,21000,N,Outstanding,Enrolled,2025/26
FIN04964,Leila,Byrne,2002-05-07,H,9250,N,Paid,Enrolled,2025/26
FIN04965,Priya,Graham,2001-05-29,H,9250,Y,Paid,Inactive,2025/26
FIN04966,Aisha,Chen,2000-03-19,O,18000,N,Paid,Enrolled,2025/26
FIN04967,Jude,Warsame,1994-10-05,O,21000,Y,Paid,Inactive,2025/26
FIN04968,Rory,Evans,1996-02-29,O,24000,N,Paid,Enrolled,2025/26
FIN04969,Tariq,Jones,1996-05-22,H,9250,N,Partial,Suspended,2025/26
FIN04970,Aisha,Holm,2006-08-03,H,9250,N,Paid,Enrolled,2025/26
FIN04971,Imogen,Jama,2006-05-14,H,9250,N,Paid,Enrolled,2025/26
FIN04972,Maya,Berg,2003-09-11,H,9250,N,Outstanding,Enrolled,2025/26
FIN04973,Laura,Begum,2004-06-20,H,9250,N,Outstanding,Enrolled,2025/26
FIN04974,Niamh,Martin,1999-01-06,H,9250,Y,Outstanding,Enrolled,2025/26
FIN04975,Bethany,Bah,2004-12-16,H,9250,N,Paid,Enrolled,2025/26
FIN04976,Yasmin,Turner,1998-06-18,H,9250,N,Partial,Enrolled,2025/26
FIN04977,Arjun,Thompson,2001-07-31,H,9250,N,Paid,Enrolled,2025/26
FIN04978,Arjun,Hall,1999-09-23,H,9250,Y,Paid,Enrolled,2025/26
FIN04979,Megan,Harris,1999-08-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN04980,Olivia,Cox,2000-02-04,H,9250,Y,Paid,Inactive,2025/26
FIN04981,Emily,Turner,2003-03-19,O,21000,N,Paid,Enrolled,2025/26
FIN04982,Elliot,Costa,2002-02-01,H,9250,N,Partial,Enrolled,2025/26
FIN04983,Harry,Mensah,2003-09-17,O,21000,N,Paid,Enrolled,2025/26
FIN04984,Leah,Sharma,2002-12-30,H,9250,N,Paid,Enrolled,2025/26
FIN04985,Millie,Begum,1995-10-17,H,9250,N,Paid,Enrolled,2025/26
FIN04986,Dominic,Omar,2000-04-01,H,9250,N,Partial,Enrolled,2025/26
FIN04987,James,Kim,1990-05-15,H,9250,N,Paid,Enrolled,2025/26
FIN04988,Dominic,Holm,1999-03-02,H,9250,N,Paid,Enrolled,2025/26
FIN04989,Adam,Larsen,2005-09-19,O,24000,N,Paid,Deferred,2025/26
FIN04990,Laura,Park,1992-05-22,H,9250,N,Paid,Suspended,2025/26
FIN04991,Callum,Mitchell,2000-04-06,H,9250,N,Paid,Enrolled,2025/26
FIN04992,Harry,Mahmood,2005-09-15,O,24000,N,Outstanding,Inactive,2025/26
FIN04993,Phoebe,Watson,2004-05-30,O,15000,N,Paid,Enrolled,2025/26
FIN04994,Bilal,Costa,1990-07-02,O,15000,N,Partial,Enrolled,2025/26
FIN04995,Mason,Collins,1999-09-20,H,9250,Y,Paid,Enrolled,2025/26
FIN04996,Oscar,Flynn,2003-02-08,H,9250,Y,Paid,Inactive,2025/26
FIN04997,Emily,Thomas,1991-02-26,H,9250,N,Partial,Suspended,2025/26
FIN04998,Kai,Ross,1991-11-28,H,9250,N,Partial,Enrolled,2025/26
FIN04999,Leila,Taylor,1995-11-07,O,21000,N,Paid,Enrolled,2025/26
FIN05000,Layla,Robinson,2003-12-08,H,9250,N,Paid,Enrolled,2025/26
FIN05001,Joshua,Johnson,1999-11-17,H,9250,Y,Partial,Enrolled,2025/26
FIN05002,Sebastian,Hall,1991-11-04,O,18000,N,Paid,Enrolled,2025/26
FIN05003,Joel,Cooper,1991-10-24,H,9250,N,Paid,Enrolled,2025/26
FIN05004,Dylan,Ferrari,1990-08-04,H,9250,N,Paid,Enrolled,2025/26
FIN05005,Kate,Walker,2007-01-07,O,24000,N,Paid,Enrolled,2025/26
FIN05006,Liam,Lewis,1994-10-27,H,9250,N,Partial,Enrolled,2025/26
FIN05007,Dominic,Reid,2007-11-28,H,9250,N,Partial,Enrolled,2025/26
FIN05008,Thomas,Ibrahim,2001-09-29,H,9250,N,Paid,Enrolled,2025/26
FIN05009,Cerys,Bah,1995-11-06,H,9250,N,Paid,Enrolled,2025/26
FIN05010,Nathan,Chan,2007-11-09,H,9250,N,Paid,Deferred,2025/26
FIN05011,Freddie,Asante,2006-01-21,O,21000,N,Paid,Enrolled,2025/26
FIN05012,Aisha,Edwards,2000-01-19,O,24000,N,Paid,Enrolled,2025/26
FIN05013,Claudia,Cheung,1992-04-20,H,9250,N,Paid,Enrolled,2025/26
FIN05014,Joseph,Mensah,1997-07-21,H,9250,Y,Outstanding,Enrolled,2025/26
FIN05015,Omar,Lam,1998-10-18,O,15000,N,Outstanding,Enrolled,2025/26
FIN05016,Oscar,Nielsen,2000-10-10,H,9250,N,Paid,Enrolled,2025/26
FIN05017,Dominic,Ross,1998-01-15,H,9250,N,Paid,Deferred,2025/26
FIN05018,George,Wilson,1999-05-25,H,9250,N,Paid,Deferred,2025/26
FIN05019,Niamh,Smith,1999-09-11,H,9250,N,Paid,Enrolled,2025/26
FIN05020,Sophia,Costa,2006-04-29,O,18000,N,Paid,Deferred,2025/26
FIN05021,Jacob,Yusuf,1997-04-22,H,9250,N,Paid,Suspended,2025/26
FIN05022,Connor,Cheung,1990-01-01,H,9250,N,Outstanding,Enrolled,2025/26
FIN05023,Nadia,Jones,2004-08-21,H,9250,N,Paid,Enrolled,2025/26
FIN05024,Tariq,Robinson,1997-08-06,H,9250,N,Paid,Enrolled,2025/26
FIN05025,Ellis,Park,1991-09-20,H,9250,N,Paid,Enrolled,2025/26
FIN05026,Edward,McCarthy,2002-03-05,H,9250,Y,Partial,Enrolled,2025/26
FIN05027,Luke,Lam,2006-04-30,H,9250,N,Paid,Enrolled,2025/26
FIN05028,Oliver,Hussain,2001-05-01,O,18000,N,Paid,Enrolled,2025/26
FIN05029,Niamh,Kim,1999-06-23,H,9250,Y,Paid,Suspended,2025/26
FIN05030,Charlie,Romano,1990-06-13,H,9250,N,Outstanding,Enrolled,2025/26
FIN05031,Patrick,Wong,2005-05-23,H,9250,N,Partial,Enrolled,2025/26
FIN05032,Cian,O'Brien,1992-02-25,O,24000,N,Paid,Enrolled,2025/26
FIN05033,Isabella,White,1998-08-15,H,9250,N,Paid,Enrolled,2025/26
FIN05034,Priya,Khan,2001-01-08,H,9250,Y,Paid,Enrolled,2025/26
FIN05035,Maya,Abdi,2004-11-07,O,15000,N,Outstanding,Enrolled,2025/26
FIN05036,Layla,Johnson,1996-07-24,H,9250,N,Partial,Enrolled,2025/26
FIN05037,Cameron,Hall,1995-11-07,O,15000,N,Paid,Inactive,2025/26
FIN05038,Nadia,Ryan,2002-08-17,O,21000,N,Partial,Enrolled,2025/26
FIN05039,Adam,Doherty,2006-03-22,O,15000,N,Outstanding,Enrolled,2025/26
FIN05040,Mason,Omar,2005-04-27,H,9250,N,Paid,Enrolled,2025/26
FIN05041,Mia,Stewart,1994-01-20,H,9250,N,Paid,Enrolled,2025/26
FIN05042,Megan,Shah,1994-08-02,H,9250,N,Paid,Inactive,2025/26
FIN05043,Madeleine,Jama,1996-05-16,O,21000,N,Paid,Enrolled,2025/26
FIN05044,Nadia,Okafor,2005-07-28,H,9250,N,Paid,Enrolled,2025/26
FIN05045,Lily,Hussein,1994-08-27,H,9250,N,Paid,Enrolled,2025/26
FIN05046,Adam,Jones,1998-04-03,O,21000,Y,Paid,Enrolled,2025/26
FIN05047,Anna,Jama,2003-09-12,H,9250,N,Paid,Enrolled,2025/26
FIN05048,Jasmine,Mensah,2004-05-07,O,15000,Y,Outstanding,Enrolled,2025/26
FIN05049,Megan,Ward,1999-10-04,O,24000,Y,Paid,Enrolled,2025/26
FIN05050,Lucas,Sharma,2002-11-28,H,9250,N,Outstanding,Enrolled,2025/26
FIN05051,Alice,Watson,2001-08-07,O,24000,N,Outstanding,Enrolled,2025/26
FIN05052,Kieran,Romano,1997-05-08,H,9250,N,Paid,Enrolled,2025/26
FIN05053,Sophia,Rahman,1990-06-02,O,18000,N,Paid,Deferred,2025/26
FIN05054,Harriet,Osei,1996-03-29,H,9250,N,Paid,Deferred,2025/26
FIN05055,Charlie,Morgan,1997-04-09,H,9250,N,Paid,Enrolled,2025/26
FIN05056,Cerys,Bah,2007-01-13,O,24000,N,Paid,Enrolled,2025/26
FIN05057,Sebastian,Clarke,1990-05-17,H,9250,N,Paid,Enrolled,2025/26
FIN05058,Muhammad,Nielsen,2004-06-25,H,9250,Y,Partial,Enrolled,2025/26
FIN05059,Finn,Owusu,1997-07-08,H,9250,N,Paid,Enrolled,2025/26
FIN05060,Nadia,Begum,2007-07-13,H,9250,N,Partial,Enrolled,2025/26
FIN05061,Anna,Roberts,1999-03-05,O,18000,N,Paid,Enrolled,2025/26
FIN05062,Alice,Jackson,1999-03-01,O,18000,N,Paid,Enrolled,2025/26
FIN05063,Joshua,Greco,2005-11-13,H,9250,N,Paid,Inactive,2025/26
FIN05064,Claudia,Wood,2002-12-07,H,9250,N,Paid,Suspended,2025/26
FIN05065,Alexander,Farah,2007-09-28,O,21000,N,Paid,Enrolled,2025/26
FIN05066,Isobel,Clarke,1995-02-22,H,9250,N,Paid,Enrolled,2025/26
FIN05067,Max,Evans,2000-11-12,H,9250,N,Paid,Enrolled,2025/26
FIN05068,Alexander,Patel,1997-09-12,H,9250,N,Partial,Enrolled,2025/26
FIN05069,Cian,Ho,1996-12-21,O,18000,N,Paid,Suspended,2025/26
FIN05070,Harriet,Edwards,1991-01-09,H,9250,Y,Partial,Inactive,2025/26
FIN05071,Dylan,Chen,1993-01-16,H,9250,Y,Paid,Enrolled,2025/26
FIN05072,Freddie,Esposito,2005-12-20,H,9250,Y,Partial,Enrolled,2025/26
FIN05073,Theo,Costa,2006-10-23,H,9250,Y,Paid,Enrolled,2025/26
FIN05074,Tariq,Mohamed,1995-12-06,H,9250,N,Paid,Enrolled,2025/26
FIN05075,Cameron,Kim,1993-12-28,H,9250,N,Paid,Inactive,2025/26
FIN05076,Thomas,Brooks,2007-11-03,O,15000,N,Paid,Enrolled,2025/26
FIN05077,Evie,Chen,2002-08-01,H,9250,N,Outstanding,Enrolled,2025/26
FIN05078,Siobhan,Kaur,1999-10-01,O,18000,N,Paid,Enrolled,2025/26
FIN05079,Emre,Graham,1991-08-14,H,9250,N,Paid,Enrolled,2025/26
FIN05080,Yasmin,Eriksson,2000-07-30,O,24000,N,Paid,Enrolled,2025/26
FIN05081,Nadia,McCarthy,2005-10-08,H,9250,N,Paid,Enrolled,2025/26
FIN05082,Benjamin,Greco,2002-01-17,H,9250,N,Paid,Enrolled,2025/26
FIN05083,Cameron,Ross,2003-03-09,H,9250,N,Partial,Enrolled,2025/26
FIN05084,Marcus,Hassan,1993-10-06,H,9250,N,Paid,Enrolled,2025/26
FIN05085,Ava,Fontana,1997-06-05,H,9250,N,Paid,Enrolled,2025/26
FIN05086,Patrick,Cheung,2007-12-24,O,24000,N,Paid,Suspended,2025/26
FIN05087,Eleanor,Evans,1999-12-31,O,24000,Y,Paid,Enrolled,2025/26
FIN05088,Marcus,Kumar,1992-10-15,H,9250,N,Paid,Enrolled,2025/26
FIN05089,Clara,Murphy,1996-09-29,H,9250,Y,Outstanding,Enrolled,2025/26
FIN05090,Lucas,Graham,1990-09-30,H,9250,N,Paid,Enrolled,2025/26
FIN05091,Rohan,Asante,1992-12-01,O,15000,N,Paid,Enrolled,2025/26
FIN05092,Isabella,Nielsen,1997-05-30,O,21000,Y,Outstanding,Enrolled,2025/26
FIN05093,Kate,Clarke,1991-04-02,H,9250,N,Outstanding,Deferred,2025/26
FIN05094,Natalie,Reid,2005-04-22,H,9250,N,Paid,Enrolled,2025/26
FIN05095,Seren,Morgan,1995-05-26,H,9250,Y,Paid,Enrolled,2025/26
FIN05096,Layla,Ng,2002-02-01,H,9250,Y,Partial,Enrolled,2025/26
