lms_id,username,programme,modules_enrolled,last_login_date,account_status
s02395,msingh4433664@university.ac.uk,Data Science MSc,6,2026-04-22,
s02396,jshaw7879462@university.ac.uk,MBA,8,2026-04-19,Active
s02397,hsvensson8196045@university.ac.uk,Business Management BSc,6,2026-04-02,Active
s02398,flarsen5256682@university.ac.uk,Civil Engineering MEng,6,2026-04-12,Active
s02399,mbyrne8760787@university.ac.uk,Psychology (BSc),4,2026-04-13,
s02400,mibrahim5521613@university.ac.uk,Data Science MSc,5,2026-04-06,Active
s02401,mmurray8228504@university.ac.uk,Psychology (BSc),4,2026-04-21,Active
s02402,npetersen9525439@university.ac.uk,Mathematics BSc,5,2026-04-25,Active
s02403,mprice3838182@university.ac.uk,Mathematics BSc,6,,Inactive
s02404,hyusuf2286917@university.ac.uk,Nursing BSc,6,,Inactive
s02405,clam3320242@university.ac.uk,Nursing BSc,8,2026-04-12,Active
s02406,jwatson3454383@university.ac.uk,Mathematics BSc,4,2026-04-16,Active
s02407,slarsen9197226@university.ac.uk,MBA,8,2026-04-13,Active
s02408,thussein8783405@university.ac.uk,Data Science MSc,7,2026-04-18,Active
s02409,jo'brien8104627@university.ac.uk,Civil Engineering MEng,6,2026-04-12,Active
s02410,rfontana6252602@university.ac.uk,Computer Science BSc,8,2026-04-01,Active
s02411,rwilliams4479627@university.ac.uk,Computer Science BSc,7,,Inactive
s02412,jdiop1655480@university.ac.uk,Business Management BSc,5,2026-04-14,Active
s02413,masante2918248@university.ac.uk,MBA,4,2026-05-01,Active
s02414,wrichardson9129939@university.ac.uk,MBA,7,2026-04-12,Active
s02415,adiallo8942767@university.ac.uk,Civil Engineering MEng,4,2026-05-01,Active
s02416,lsmith1701705@university.ac.uk,Psychology (BSc),6,,Inactive
s02417,zhussein1955299@university.ac.uk,Computer Science BSc,5,2026-04-15,Active
s02418,agraham4921442@university.ac.uk,Psychology (BSc),6,2026-04-07,Active
s02419,arahman5470721@university.ac.uk,Psychology (BSc),7,2026-04-01,Active
s02420,mmohamed7050953@university.ac.uk,MBA,5,2026-04-23,Active
s02421,rlarsen8909139@university.ac.uk,Psychology (BSc),7,2026-04-02,Active
s02422,wthompson5608832@university.ac.uk,Computer Science BSc,4,2026-04-10,Active
s02423,jjackson8281156@university.ac.uk,Data Science MSc,6,2026-04-20,Active
s02424,tyusuf6331589@university.ac.uk,English Literature BA,4,2026-03-03,Active
s02425,lholm3821893@university.ac.uk,Psychology (BSc),5,2026-04-19,Active
s02426,twalsh5066276@university.ac.uk,Civil Engineering MEng,8,,Inactive
s02427,cflynn3658439@university.ac.uk,History BA,4,,Inactive
s02428,hkaur1590618@university.ac.uk,Nursing BSc,5,,Inactive
s02429,obrooks1579029@university.ac.uk,Civil Engineering MEng,5,2026-04-27,Active
s02430,ttaylor3981610@university.ac.uk,Mathematics BSc,7,,Inactive
s02431,smurphy6834785@university.ac.uk,Computer Science BSc,4,2026-04-08,Active
s02432,amensah8288441@university.ac.uk,History BA,6,2026-04-29,Active
s02433,sndiaye3005267@university.ac.uk,Nursing BSc,4,2026-04-01,Active
s02434,dokafor4793301@university.ac.uk,Civil Engineering MEng,7,2026-04-29,Active
s02437,nmccarthy4677577@university.ac.uk,Computer Science BSc,5,2026-04-06,Active
s02438,mcosta4318988@university.ac.uk,Data Science MSc,6,2026-04-24,Active
s02439,jstewart4987192@university.ac.uk,Business Management BSc,8,,Inactive
s02440,tyip7435092@university.ac.uk,MBA,6,2026-04-22,Active
s02441,dberg7206614@university.ac.uk,English Literature BA,4,,Inactive
s02442,mjackson9085234@university.ac.uk,Mathematics BSc,6,2026-04-05,Active
s02443,ckaur8302318@university.ac.uk,MBA,4,2026-04-18,Active
s02444,jlarsen2306607@university.ac.uk,Data Science MSc,6,2026-04-28,
s02445,eward1662751@university.ac.uk,English Literature BA,4,2026-04-26,Active
s02446,mlewis5598948@university.ac.uk,Nursing BSc,5,2026-04-29,Active
s02447,tokafor1510995@university.ac.uk,History BA,5,2026-04-09,Active
s02448,rmurphy6759320@university.ac.uk,Computer Science BSc,4,2026-04-20,Active
s02449,ecampbell9025057@university.ac.uk,History BA,4,2026-04-23,Active
s02450,dryan2736999@university.ac.uk,Psychology (BSc),8,2026-04-26,Active
s02451,ycampbell6762508@university.ac.uk,Civil Engineering MEng,4,2026-05-01,Active
s02452,ggraham3040150@university.ac.uk,Mathematics BSc,7,2026-04-10,Active
s02453,yrahman4707949@university.ac.uk,Psychology (BSc),4,2026-04-12,Active
s02454,landersson3286779@university.ac.uk,Psychology (BSc),5,2026-04-15,Active
s02455,droberts4324518@university.ac.uk,Mathematics BSc,6,,
s02456,awarsame6047503@university.ac.uk,Civil Engineering MEng,5,2026-04-08,Active
s02457,atoure2308670@university.ac.uk,Nursing BSc,7,2026-04-22,Active
s02458,kali9624369@university.ac.uk,Civil Engineering MEng,6,2026-04-22,Active
s02459,wjones8126479@university.ac.uk,Computer Science BSc,5,2026-04-22,Active
s02460,mo'brien8303310@university.ac.uk,History BA,4,2026-05-01,Active
s02461,ekim8487385@university.ac.uk,Nursing BSc,4,2026-04-23,Active
s02462,oowusu5565164@university.ac.uk,Business Management BSc,6,2026-04-07,Active
s02463,mbegum4098569@university.ac.uk,History BA,8,2026-04-09,Active
s02464,fwalker5297055@university.ac.uk,Nursing BSc,7,2026-04-29,Active
s02465,fberg6461684@university.ac.uk,Civil Engineering MEng,5,2026-04-25,Active
s02466,ctoure2000643@university.ac.uk,Mathematics BSc,5,2026-04-28,Active
s02467,clindqvist6279991@university.ac.uk,Civil Engineering MEng,7,2026-04-20,Active
s02469,tjackson7650371@university.ac.uk,Nursing BSc,5,2026-04-19,Active
s02471,eahmed5915147@university.ac.uk,Civil Engineering MEng,6,2026-04-30,
s02472,aowusu2064006@university.ac.uk,Nursing BSc,8,2026-03-10,Active
s02473,aho8259215@university.ac.uk,History BA,6,2026-04-12,Active
s02474,ccollins6289228@university.ac.uk,Business Management BSc,8,2026-04-28,Active
s02475,pryan1923234@university.ac.uk,Computer Science BSc,4,2026-04-04,Active
s02476,jbrooks7059561@university.ac.uk,Nursing BSc,8,2026-04-09,
s02477,mwarsame8360542@university.ac.uk,English Literature BA,8,2026-04-10,Active
s02478,pfontana2107059@university.ac.uk,Civil Engineering MEng,8,2026-04-25,Active
s02480,oedwards6008201@university.ac.uk,Computer Science BSc,5,2026-04-07,Active
s02481,ddiop4737016@university.ac.uk,Computer Science BSc,8,2026-04-29,Active
s02482,cahmed8968093@university.ac.uk,Psychology (BSc),7,2026-04-15,Active
s02483,fconti5371200@university.ac.uk,MBA,4,2026-04-26,Active
s02484,pward9647440@university.ac.uk,Business Management BSc,4,2026-04-01,
s02485,mmahmood4192421@university.ac.uk,Computer Science BSc,5,2026-04-21,Active
s02486,jyip3963961@university.ac.uk,Nursing BSc,6,,Inactive
s02487,eharris3609609@university.ac.uk,Psychology (BSc),7,,Inactive
s02488,nhughes6533818@university.ac.uk,MBA,6,2026-04-08,Active
s02489,mmccarthy5600765@university.ac.uk,History BA,8,2026-04-02,Active
s02490,sosei6721175@university.ac.uk,Nursing BSc,6,2026-04-21,Active
s02491,jmancini4808365@university.ac.uk,Civil Engineering MEng,7,2026-04-29,Active
s02492,zmitchell9564171@university.ac.uk,MBA,5,2026-04-29,Active
s02493,rndiaye1020538@university.ac.uk,Business Management BSc,5,2026-04-04,Active
s02494,cng1094574@university.ac.uk,Civil Engineering MEng,8,2026-04-30,Active
s02495,tward7382294@university.ac.uk,Data Science MSc,7,2026-04-25,Active
s02496,eandersson6087593@university.ac.uk,Data Science MSc,5,,Inactive
s02498,cdavies7885063@university.ac.uk,History BA,8,2026-04-22,Active
s02499,jbah7371214@university.ac.uk,MBA,6,2026-04-12,Active
s02500,etaylor7808576@university.ac.uk,Psychology (BSc),7,2026-04-12,Active
s02501,itoure9154088@university.ac.uk,English Literature BA,5,,Inactive
s02502,lclarke1222185@university.ac.uk,Computer Science BSc,7,2026-04-15,Active
s02503,mkim6044714@university.ac.uk,English Literature BA,5,2026-04-05,Active
s02504,rfontana1214817@university.ac.uk,Data Science MSc,5,2026-04-20,Active
s02505,nsingh6716201@university.ac.uk,Data Science MSc,7,2026-04-06,Active
s02506,fsmith8616219@university.ac.uk,History BA,5,2026-04-04,Active
s02507,asmith2442555@university.ac.uk,English Literature BA,6,2026-04-14,Active
s02508,csvensson9827643@university.ac.uk,English Literature BA,8,2026-04-28,Active
s02510,rng8080611@university.ac.uk,History BA,4,,Inactive
s02512,edoherty7806521@university.ac.uk,Business Management BSc,7,2026-04-13,Active
s02513,mhussain9693566@university.ac.uk,Civil Engineering MEng,7,2026-04-28,
s02515,jmohamed3525949@university.ac.uk,History BA,8,2026-04-09,Active
s02516,rross8193771@university.ac.uk,Nursing BSc,6,2026-04-27,Active
s02517,mthomas6774535@university.ac.uk,MBA,4,2026-04-29,Active
s02518,swilson9576424@university.ac.uk,MBA,6,2026-04-10,Active
s02519,hwood6640387@university.ac.uk,Mathematics BSc,7,2026-04-15,Active
s02520,ltoure2524538@university.ac.uk,English Literature BA,4,2026-04-26,Active
s02521,mcosta9234078@university.ac.uk,Computer Science BSc,5,2026-04-29,Active
s02522,iross3782319@university.ac.uk,English Literature BA,7,2026-04-19,Active
s02523,cchan6408527@university.ac.uk,Business Management BSc,6,2026-05-01,Active
s02524,fkhan3241410@university.ac.uk,Business Management BSc,8,2026-04-15,Active
s02525,troberts1550651@university.ac.uk,Business Management BSc,5,2026-04-16,Active
s02527,osvensson4096490@university.ac.uk,Computer Science BSc,4,2026-04-12,Active
s02528,oahmed4211322@university.ac.uk,MBA,7,2026-04-03,Active
s02529,aasante7467352@university.ac.uk,Psychology (BSc),8,2026-04-13,Active
s02530,aflynn8186243@university.ac.uk,MBA,8,2026-04-13,Active
s02531,mjames2709037@university.ac.uk,Civil Engineering MEng,6,2026-04-07,Active
s02532,ldiallo2684383@university.ac.uk,Business Management BSc,8,2026-04-06,Active
s02533,sdiallo3950998@university.ac.uk,Civil Engineering MEng,6,2026-04-09,Active
s02534,mbah3421555@university.ac.uk,MBA,4,2026-04-12,Active
s02535,staylor9462974@university.ac.uk,Psychology (BSc),7,2026-04-01,Active
s02536,mevans8313489@university.ac.uk,Mathematics BSc,4,,Inactive
s02537,zthomas7870174@university.ac.uk,Computer Science BSc,6,2026-04-19,Active
s02538,ncampbell9881602@university.ac.uk,Civil Engineering MEng,4,2026-04-12,Active
s02539,lho3884526@university.ac.uk,MBA,7,2026-04-07,Active
s02540,mwilson8093098@university.ac.uk,Computer Science BSc,7,2026-04-15,
s02542,yhansen5358022@university.ac.uk,MBA,8,,Inactive
s02543,wcooper4250675@university.ac.uk,Psychology (BSc),6,2026-05-01,Active
s02544,jjohnson1818052@university.ac.uk,Mathematics BSc,4,2026-03-26,Active
s02545,ecox3836968@university.ac.uk,Computer Science BSc,8,2026-04-24,Active
s02546,mandersson4518339@university.ac.uk,Business Management BSc,8,2026-04-02,Active
s02547,ebyrne9140048@university.ac.uk,Computer Science BSc,4,2026-04-08,Active
s02550,pesposito3151779@university.ac.uk,Computer Science BSc,6,2026-04-26,Active
s02551,zshaw2568095@university.ac.uk,Nursing BSc,6,2026-04-22,Active
s02552,kevans8913145@university.ac.uk,Nursing BSc,7,2026-04-20,Active
s02553,rgupta2453690@university.ac.uk,MBA,6,2026-04-26,Active
s02554,lrahman3899247@university.ac.uk,Business Management BSc,8,2026-04-19,Active
s02555,yconti8595290@university.ac.uk,Computer Science BSc,7,2026-04-12,Active
s02556,nhall5022655@university.ac.uk,MBA,5,2026-04-15,Active
s02557,hhassan4359750@university.ac.uk,English Literature BA,7,2026-04-15,Active
s02558,oandersson7528194@university.ac.uk,MBA,8,2026-04-12,Active
s02559,clam5347145@university.ac.uk,Civil Engineering MEng,4,2026-04-27,Active
s02560,mkhan8798234@university.ac.uk,Nursing BSc,4,2026-04-08,Active
s02561,pabdi3672258@university.ac.uk,English Literature BA,4,2026-04-29,Active
s02562,eo'sullivan3517379@university.ac.uk,Data Science MSc,8,2026-04-05,Active
s02563,eshah4912030@university.ac.uk,Civil Engineering MEng,7,2026-04-02,
s02564,nhansen6559595@university.ac.uk,Business Management BSc,4,2026-04-02,Active
s02565,erahman4320618@university.ac.uk,MBA,6,2026-04-01,Active
s02566,iandersson4756506@university.ac.uk,Nursing BSc,5,,Inactive
s02568,sevans3666196@university.ac.uk,Nursing BSc,4,2026-04-20,Active
s02569,egreco3167640@university.ac.uk,Psychology (BSc),4,2026-04-12,Active
s02570,dreid9788403@university.ac.uk,Nursing BSc,5,2026-04-22,Active
s02571,lsingh9948964@university.ac.uk,Mathematics BSc,6,,Inactive
s02572,jnielsen4423208@university.ac.uk,Mathematics BSc,5,2026-04-11,Active
s02573,dcooper5833091@university.ac.uk,MBA,4,2026-04-26,Active
s02574,cward6390021@university.ac.uk,Business Management BSc,4,2026-04-24,Active
s02575,ewilliams4199422@university.ac.uk,Mathematics BSc,7,2026-04-17,Active
s02576,vhussein8966299@university.ac.uk,Nursing BSc,8,,
s02577,lwong7780140@university.ac.uk,Business Management BSc,7,2026-04-17,Active
s02578,fshah1938616@university.ac.uk,Computer Science BSc,7,2026-04-25,Active
s02579,zshah4992885@university.ac.uk,Nursing BSc,7,,Inactive
s02580,zdoherty3350800@university.ac.uk,History BA,7,2026-04-26,Active
s02581,arichardson2809230@university.ac.uk,MBA,7,2026-04-04,Active
s02582,mhussain5293425@university.ac.uk,Civil Engineering MEng,6,2026-04-12,Active
s02583,amartin9481631@university.ac.uk,MBA,8,2026-04-18,Active
s02584,nwilson1810662@university.ac.uk,Mathematics BSc,8,2026-03-04,Active
s02585,aromano3470433@university.ac.uk,Data Science MSc,8,2026-04-23,Active
s02586,rsharma5671276@university.ac.uk,Psychology (BSc),6,,Inactive
s02587,amohamed3543620@university.ac.uk,History BA,6,2026-04-03,Active
s02588,owatson4432818@university.ac.uk,Mathematics BSc,6,2026-04-29,Active
s02589,lricci6352029@university.ac.uk,Nursing BSc,4,2026-04-05,Active
s02590,rmahmood4098568@university.ac.uk,Business Management BSc,8,2026-04-24,Active
s02591,pcosta9414329@university.ac.uk,History BA,5,2026-04-20,Active
s02592,ehassan7376791@university.ac.uk,Data Science MSc,7,2026-04-19,Active
s02593,wrahman7470896@university.ac.uk,Civil Engineering MEng,4,2026-04-20,Active
s02594,rsvensson6319053@university.ac.uk,Business Management BSc,4,2026-04-25,Active
s02595,swhite7214321@university.ac.uk,Psychology (BSc),7,2026-04-30,Active
s02596,ydoherty9816094@university.ac.uk,English Literature BA,4,,Inactive
s02598,agraham2782861@university.ac.uk,MBA,6,2026-04-23,Active
s02599,kwilliams4421010@university.ac.uk,History BA,4,,Inactive
s02600,ho'brien3488187@university.ac.uk,MBA,8,2026-04-25,Active
s02601,amensah5528309@university.ac.uk,Mathematics BSc,8,2026-04-21,Active
s02602,olewis4808612@university.ac.uk,Computer Science BSc,5,2026-03-08,Active
s02603,nbianchi4826630@university.ac.uk,Mathematics BSc,8,2026-04-10,Active
s02604,cabdi7550128@university.ac.uk,Civil Engineering MEng,7,,Inactive
s02605,hlee6651891@university.ac.uk,History BA,7,2026-04-07,Active
s02606,mricci9259956@university.ac.uk,Computer Science BSc,8,2026-04-11,Active
s02607,eandersson2251834@university.ac.uk,Business Management BSc,6,2026-04-02,Active
s02608,mdiallo7674980@university.ac.uk,Computer Science BSc,8,2026-04-08,Active
s02609,lpark9039941@university.ac.uk,Civil Engineering MEng,6,2026-04-27,Active
s02610,pwarsame4564905@university.ac.uk,Nursing BSc,7,2026-04-17,Active
s02611,gross1632446@university.ac.uk,MBA,8,2026-04-24,Active
s02612,ewarsame4974710@university.ac.uk,Data Science MSc,5,2026-04-30,Active
s02613,sevans3852940@university.ac.uk,Mathematics BSc,7,2026-03-07,Active
s02614,mmartin9153236@university.ac.uk,History BA,5,2026-04-28,Active
s02615,pwalsh4839848@university.ac.uk,Civil Engineering MEng,7,2026-04-20,Active
s02616,ceriksson5129963@university.ac.uk,English Literature BA,4,2026-04-07,Active
s02617,ijama2435291@university.ac.uk,Data Science MSc,4,2026-04-14,Active
s02620,smancini8735944@university.ac.uk,English Literature BA,4,2026-04-14,Active
s02621,jconti9925625@university.ac.uk,English Literature BA,5,,Inactive
s02622,lmorgan5725519@university.ac.uk,Nursing BSc,6,2026-04-16,Active
s02623,mwilliams2359210@university.ac.uk,Computer Science BSc,7,2026-04-09,Active
s02624,ahussain4033047@university.ac.uk,Psychology (BSc),4,2026-04-18,Active
s02626,mho7641599@university.ac.uk,English Literature BA,5,2026-04-01,Active
s02627,aberg1313094@university.ac.uk,Civil Engineering MEng,7,2026-04-09,Active
s02628,rcheung6005179@university.ac.uk,Business Management BSc,4,2026-04-11,Active
s02629,zmorgan9888335@university.ac.uk,Business Management BSc,4,2026-04-06,Active
s02630,othomas6761506@university.ac.uk,History BA,4,2026-04-11,Active
s02631,rahmed2750313@university.ac.uk,MBA,5,2026-04-29,Active
s02632,jkhan4734708@university.ac.uk,English Literature BA,6,2026-04-13,Active
s02633,mkhan2603587@university.ac.uk,Civil Engineering MEng,4,2026-04-30,Active
s02634,igupta5162939@university.ac.uk,English Literature BA,4,2026-04-22,Active
s02635,achen1766597@university.ac.uk,Nursing BSc,6,2026-04-21,Active
s02636,mlewis4570668@university.ac.uk,MBA,6,2026-04-27,Active
s02637,sjama9680500@university.ac.uk,English Literature BA,8,2026-04-24,Active
s02639,mjama7878095@university.ac.uk,Business Management BSc,4,2026-04-11,Active
s02640,mcollins6536333@university.ac.uk,English Literature BA,7,2026-04-19,Active
s02641,lstewart6814016@university.ac.uk,Mathematics BSc,8,2026-04-01,Active
s02642,aromano8600230@university.ac.uk,Mathematics BSc,7,,Inactive
s02643,ojama7927459@university.ac.uk,Computer Science BSc,6,2026-04-05,Active
s02644,jclarke8452651@university.ac.uk,Mathematics BSc,8,2026-04-20,Active
s02645,bkhan3080632@university.ac.uk,MBA,5,2026-04-19,Active
s02646,hgraham1671883@university.ac.uk,Business Management BSc,8,2026-04-16,Active
s02647,nfarah7431661@university.ac.uk,History BA,8,2026-04-17,Active
s02648,amahmood3971950@university.ac.uk,Nursing BSc,6,2026-04-15,Active
s02649,rrobinson1513986@university.ac.uk,Business Management BSc,4,2026-04-29,Active
s02650,ikumar5127338@university.ac.uk,Civil Engineering MEng,6,2026-04-12,Active
s02651,eyip7957121@university.ac.uk,History BA,6,2026-04-05,Active
s02652,rwarsame5801876@university.ac.uk,Mathematics BSc,6,2026-04-23,Active
s02653,ijohnson7702798@university.ac.uk,English Literature BA,7,2026-04-16,Active
s02654,mkumar1550037@university.ac.uk,Computer Science BSc,5,2026-04-01,Active
s02655,mjones1617759@university.ac.uk,History BA,7,2026-04-22,Active
s02656,jpatel8768411@university.ac.uk,Civil Engineering MEng,8,2026-04-23,Active
s02657,andiaye9010198@university.ac.uk,Civil Engineering MEng,6,2026-04-16,Active
s02658,jyusuf8708582@university.ac.uk,History BA,4,2026-03-14,Active
s02659,gibrahim4989277@university.ac.uk,Computer Science BSc,6,2026-04-25,Active
s02660,pclarke6985231@university.ac.uk,Mathematics BSc,7,2026-04-24,Active
s02661,sberg7817567@university.ac.uk,MBA,5,2026-04-18,Active
s02662,rrobinson5528272@university.ac.uk,Civil Engineering MEng,7,2026-04-19,Active
s02663,ajohnson5328100@university.ac.uk,Mathematics BSc,6,2026-04-24,Active
